"created_at","id","id_str","text","truncated","entities","extended_entities","metadata","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang","retweeted_status"
"Fri Jun 02 12:04:39 +0000 2017",870612121557635100,"870612121557635073","Airbnb faces crackdown on illegal apartment rentals in Barcelona https://t.co/4B9Rv0UD5t https://t.co/QbgztMzERs",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/4B9Rv0UD5t"",""expanded_url"":""http://buff.ly/2qNAXBE"",""display_url"":""buff.ly/2qNAXBE"",""indices"":[65,88]}],""media"":[{""id"":870612118894194700,""id_str"":""870612118894194688"",""indices"":[89,112],""media_url"":""http://pbs.twimg.com/media/DBUJHAPWsAApGvn.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DBUJHAPWsAApGvn.jpg"",""url"":""https://t.co/QbgztMzERs"",""display_url"":""pic.twitter.com/QbgztMzERs"",""expanded_url"":""https://twitter.com/robertaskv/status/870612121557635073/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1200,""h"":630,""resize"":""fit""},""medium"":{""w"":1200,""h"":630,""resize"":""fit""},""small"":{""w"":680,""h"":357,""resize"":""fit""}}}]}","{""media"":[{""id"":870612118894194700,""id_str"":""870612118894194688"",""indices"":[89,112],""media_url"":""http://pbs.twimg.com/media/DBUJHAPWsAApGvn.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DBUJHAPWsAApGvn.jpg"",""url"":""https://t.co/QbgztMzERs"",""display_url"":""pic.twitter.com/QbgztMzERs"",""expanded_url"":""https://twitter.com/robertaskv/status/870612121557635073/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1200,""h"":630,""resize"":""fit""},""medium"":{""w"":1200,""h"":630,""resize"":""fit""},""small"":{""w"":680,""h"":357,""resize"":""fit""}}}]}","{""iso_language_code"":""en"",""result_type"":""recent""}","<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",,,,,,"{""id"":112090619,""id_str"":""112090619"",""name"":""Robertas"",""screen_name"":""robertaskv"",""location"":"""",""description"":""universe is under no obligation to make sense to you"",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":432,""friends_count"":406,""listed_count"":3,""created_at"":""Sun Feb 07 07:04:21 +0000 2010"",""favourites_count"":875,""utc_offset"":3600,""time_zone"":""London"",""geo_enabled"":false,""verified"":false,""statuses_count"":1532,""lang"":""en"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""DADDC0"",""profile_background_image_url"":""http://pbs.twimg.com/profile_background_images/556824172/xaaa30601c42fd6275f23c2ba393911d.jpg"",""profile_background_image_url_https"":""https://pbs.twimg.com/profile_background_images/556824172/xaaa30601c42fd6275f23c2ba393911d.jpg"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/867696897179439106/6lIgBSqm_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/867696897179439106/6lIgBSqm_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/112090619/1495710232"",""profile_link_color"":""ABB8C2"",""profile_sidebar_border_color"":""E2EAEF"",""profile_sidebar_fill_color"":""E2EAEF"",""profile_text_color"":""6C961C"",""profile_use_background_image"":false,""has_extended_profile"":false,""default_profile"":false,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"en",
"Fri Jun 02 12:04:37 +0000 2017",870612113626214400,"870612113626214400","RT @CohenYochi: @Airbnb I don't want renters to have the option to pay half when booking and the rest later. Please remove from my listing.",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""CohenYochi"",""name"":""Yochi Cohen"",""id"":831996170897616900,""id_str"":""831996170897616897"",""indices"":[3,14]},{""screen_name"":""Airbnb"",""name"":""Airbnb"",""id"":17416571,""id_str"":""17416571"",""indices"":[16,23]}],""urls"":[]}",,"{""iso_language_code"":""en"",""result_type"":""recent""}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,"{""id"":857716459987980300,""id_str"":""857716459987980288"",""name"":""Владимир"",""screen_name"":""poundaripac1975"",""location"":"""",""description"":"""",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":5,""friends_count"":100,""listed_count"":0,""created_at"":""Thu Apr 27 22:01:54 +0000 2017"",""favourites_count"":267,""utc_offset"":null,""time_zone"":null,""geo_enabled"":false,""verified"":false,""statuses_count"":199,""lang"":""ru"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""F5F8FA"",""profile_background_image_url"":null,""profile_background_image_url_https"":null,""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/863846002251493376/SlpZQkOW_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/863846002251493376/SlpZQkOW_normal.jpg"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,1,0,false,false,,"en","{""created_at"":""Tue Apr 25 15:49:24 +0000 2017"",""id"":856897941801447400,""id_str"":""856897941801447424"",""text"":""@Airbnb I don't want renters to have the option to pay half when booking and the rest later. Please remove from my listing."",""truncated"":false,""entities"":{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Airbnb"",""name"":""Airbnb"",""id"":17416571,""id_str"":""17416571"",""indices"":[0,7]}],""urls"":[]},""metadata"":{""iso_language_code"":""en"",""result_type"":""recent""},""source"":""<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"",""in_reply_to_status_id"":null,""in_reply_to_status_id_str"":null,""in_reply_to_user_id"":17416571,""in_reply_to_user_id_str"":""17416571"",""in_reply_to_screen_name"":""Airbnb"",""user"":{""id"":831996170897616900,""id_str"":""831996170897616897"",""name"":""Yochi Cohen"",""screen_name"":""CohenYochi"",""location"":"""",""description"":"""",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":0,""friends_count"":28,""listed_count"":0,""created_at"":""Wed Feb 15 22:38:39 +0000 2017"",""favourites_count"":0,""utc_offset"":null,""time_zone"":null,""geo_enabled"":false,""verified"":false,""statuses_count"":1,""lang"":""en"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""F5F8FA"",""profile_background_image_url"":null,""profile_background_image_url_https"":null,""profile_background_tile"":false,""profile_image_url"":""http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""profile_image_url_https"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":true,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""},""geo"":null,""coordinates"":null,""place"":null,""contributors"":null,""is_quote_status"":false,""retweet_count"":1,""favorite_count"":0,""favorited"":false,""retweeted"":false,""lang"":""en""}"
"Fri Jun 02 12:04:37 +0000 2017",870612112992649200,"870612112992649217","Airbnb利用の訪日外国人が400万人に――国内物件数は5万1000件 https://t.co/hpdcGhW5hQ",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/hpdcGhW5hQ"",""expanded_url"":""http://xn--722aw6y.tokyo/?p=11786"",""display_url"":""話題.tokyo/?p=11786"",""indices"":[37,60]}]}",,"{""iso_language_code"":""ja"",""result_type"":""recent""}","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,,,"{""id"":1070091655,""id_str"":""1070091655"",""name"":""最速ニュースセンター"",""screen_name"":""J02074842"",""location"":"""",""description"":""最速ニュースセンターでは日本国内はもとよりアジアや世界中のニュースをご紹介しています。フォローしてくだされば、リフォローします。"",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":637,""friends_count"":863,""listed_count"":10,""created_at"":""Tue Jan 08 05:48:18 +0000 2013"",""favourites_count"":0,""utc_offset"":null,""time_zone"":null,""geo_enabled"":false,""verified"":false,""statuses_count"":165383,""lang"":""ja"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""C0DEED"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/792215665537015808/TTQwZktD_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/792215665537015808/TTQwZktD_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1070091655/1477713931"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"ja",
"Fri Jun 02 12:04:36 +0000 2017",870612106827124700,"870612106827124737","Airbnb利用の訪日外国人が400万人に――国内物件数は5万1000件 https://t.co/W6PqAEWEEY",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/W6PqAEWEEY"",""expanded_url"":""http://xn--722aw6y.tokyo/?p=11786"",""display_url"":""話題.tokyo/?p=11786"",""indices"":[37,60]}]}",,"{""iso_language_code"":""ja"",""result_type"":""recent""}","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,,,"{""id"":1039588974,""id_str"":""1039588974"",""name"":""ざわつくニュース"",""screen_name"":""IT01216093"",""location"":"""",""description"":""今世界中で話題にになっているニュースをご紹介いたします。芸能ゴシップなどもありますよ。フォローしてもらえたら、リフォローします！"",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":956,""friends_count"":1193,""listed_count"":7,""created_at"":""Thu Dec 27 13:11:04 +0000 2012"",""favourites_count"":0,""utc_offset"":null,""time_zone"":null,""geo_enabled"":false,""verified"":false,""statuses_count"":166462,""lang"":""ja"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""C0DEED"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/3028244885/b4c1b40835dc9fcb6f39840b5eafcb0c_normal.jpeg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/3028244885/b4c1b40835dc9fcb6f39840b5eafcb0c_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1039588974/1477713628"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"ja",
"Fri Jun 02 12:04:34 +0000 2017",870612100573298700,"870612100573298689","Airbnb利用の訪日外国人が400万人に――国内物件数は5万1000件 https://t.co/2xZFQLJ1Cs",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/2xZFQLJ1Cs"",""expanded_url"":""http://xn--722aw6y.tokyo/?p=11786"",""display_url"":""話題.tokyo/?p=11786"",""indices"":[37,60]}]}",,"{""iso_language_code"":""ja"",""result_type"":""recent""}","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,,,"{""id"":962086885,""id_str"":""962086885"",""name"":""ニュース革命"",""screen_name"":""isin1121"",""location"":"""",""description"":""世間を騒がせ世間を変え時代を変え行くニュースをつぶやきます。経済や政治のニュースを紹介します。フォローしたらリフォロー返す。"",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":869,""friends_count"":1106,""listed_count"":9,""created_at"":""Wed Nov 21 09:27:12 +0000 2012"",""favourites_count"":0,""utc_offset"":-25200,""time_zone"":""Pacific Time (US & Canada)"",""geo_enabled"":false,""verified"":false,""statuses_count"":166166,""lang"":""ja"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""C0DEED"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/792211310901465088/vVkdFq0g_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/792211310901465088/vVkdFq0g_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/962086885/1477712893"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"ja",
"Fri Jun 02 12:04:33 +0000 2017",870612094533517300,"870612094533517312","Airbnb利用の訪日外国人が400万人に――国内物件数は5万1000件 https://t.co/bgpJ84CQLg",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/bgpJ84CQLg"",""expanded_url"":""http://xn--722aw6y.tokyo/?p=11786"",""display_url"":""話題.tokyo/?p=11786"",""indices"":[37,60]}]}",,"{""iso_language_code"":""ja"",""result_type"":""recent""}","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,,,"{""id"":1068119960,""id_str"":""1068119960"",""name"":""ニュースを呟く農家の菊池"",""screen_name"":""i4ip7rn"",""location"":"""",""description"":""戦う農家！最新の芸能ニュースやゴシップや社会で問題になっているニュースを紹介します。 フォローしていただけたら、リフォローを返しますので、どうぞよろしくお願いします。"",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":700,""friends_count"":915,""listed_count"":9,""created_at"":""Mon Jan 07 11:48:50 +0000 2013"",""favourites_count"":0,""utc_offset"":null,""time_zone"":null,""geo_enabled"":false,""verified"":false,""statuses_count"":166196,""lang"":""ja"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""C0DEED"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/3077388800/d6152ea7046183c9e87d42f286abbcf2_normal.jpeg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/3077388800/d6152ea7046183c9e87d42f286abbcf2_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1068119960/1477712114"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"ja",
"Fri Jun 02 12:04:31 +0000 2017",870612088523112400,"870612088523112449","Airbnb利用の訪日外国人が400万人に――国内物件数は5万1000件 https://t.co/umiaUApV3Q",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/umiaUApV3Q"",""expanded_url"":""http://xn--722aw6y.tokyo/?p=11786"",""display_url"":""話題.tokyo/?p=11786"",""indices"":[37,60]}]}",,"{""iso_language_code"":""ja"",""result_type"":""recent""}","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,,,"{""id"":541780970,""id_str"":""541780970"",""name"":""エブリーニュースオンライン"",""screen_name"":""everynewsonline"",""location"":""兵糧庫"",""description"":""今騒がれているニュースを紹介します。野球やテニスやサッカーなどのニュースを紹介します。トレンド情報のニュースなどもありますよ。リフォローは一日一回まとめてします。"",""url"":null,""entities"":{""description"":{""urls"":[]}},""protected"":false,""followers_count"":2506,""friends_count"":2378,""listed_count"":14,""created_at"":""Sat Mar 31 16:20:54 +0000 2012"",""favourites_count"":0,""utc_offset"":28800,""time_zone"":""Irkutsk"",""geo_enabled"":false,""verified"":false,""statuses_count"":180048,""lang"":""ja"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""C0DEED"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/792205265571414017/XK3Dzx7A_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/792205265571414017/XK3Dzx7A_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/541780970/1477711455"",""profile_link_color"":""1DA1F2"",""profile_sidebar_border_color"":""C0DEED"",""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":true,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"ja",
"Fri Jun 02 12:04:10 +0000 2017",870611999608229900,"870611999608229889","@platinait Airbnb faces crackdown on illegal apartment rentals in Barcelona https://t.co/N9Y0effuWH",false,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""platinait"",""name"":""PlatinaIT Technology"",""id"":72994922,""id_str"":""72994922"",""indices"":[0,10]}],""urls"":[{""url"":""https://t.co/N9Y0effuWH"",""expanded_url"":""http://ow.ly/IqlB50bTu9F"",""display_url"":""ow.ly/IqlB50bTu9F"",""indices"":[76,99]}]}",,"{""iso_language_code"":""en"",""result_type"":""recent""}","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",,,72994922,"72994922","platinait","{""id"":72994922,""id_str"":""72994922"",""name"":""PlatinaIT Technology"",""screen_name"":""platinait"",""location"":""Michigan, USA"",""description"":""Platina IT is #Magento2 and ##ecommerce & #SharePoint specialist based in #Toronto offers Custom #Website Development, #webconsulting,  #SEM, #SEO,"",""url"":""http://t.co/rDssOwM8pT"",""entities"":{""url"":{""urls"":[{""url"":""http://t.co/rDssOwM8pT"",""expanded_url"":""http://www.platinait.com"",""display_url"":""platinait.com"",""indices"":[0,22]}]},""description"":{""urls"":[]}},""protected"":false,""followers_count"":434,""friends_count"":299,""listed_count"":37,""created_at"":""Thu Sep 10 00:26:31 +0000 2009"",""favourites_count"":11,""utc_offset"":-14400,""time_zone"":""Eastern Time (US & Canada)"",""geo_enabled"":false,""verified"":false,""statuses_count"":364,""lang"":""en"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""C6E2EE"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme2/bg.gif"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme2/bg.gif"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/860137745674620928/9vQU4Rrw_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/860137745674620928/9vQU4Rrw_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/72994922/1425496818"",""profile_link_color"":""1F98C7"",""profile_sidebar_border_color"":""C6E2EE"",""profile_sidebar_fill_color"":""DAECF4"",""profile_text_color"":""663B12"",""profile_use_background_image"":true,""has_extended_profile"":false,""default_profile"":false,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"en",
"Fri Jun 02 12:03:51 +0000 2017",870611920390426600,"870611920390426626","Vous aimez voyager ? Vous allez adorer Airbnb ! En plus, nous vous proposons un code réduction :… https://t.co/u2n9kdKv1I",true,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/u2n9kdKv1I"",""expanded_url"":""https://twitter.com/i/web/status/870611920390426626"",""display_url"":""twitter.com/i/web/status/8…"",""indices"":[98,121]}]}",,"{""iso_language_code"":""fr"",""result_type"":""recent""}","<a href=""http://www.sociallymap.com"" rel=""nofollow"">Sociallymap</a>",,,,,,"{""id"":2998190788,""id_str"":""2998190788"",""name"":""Mon parrain Airbnb"",""screen_name"":""airbnb_parrain"",""location"":""Paris"",""description"":""Grâce au parrainage Airbnb, gagnez un code promotion de 22 euros. Demandez votre lien d'inscription sur http://t.co/TlnOXx5dkH"",""url"":""http://t.co/lCncaYoMx1"",""entities"":{""url"":{""urls"":[{""url"":""http://t.co/lCncaYoMx1"",""expanded_url"":""http://mon-parrainage-airbnb.fr"",""display_url"":""mon-parrainage-airbnb.fr"",""indices"":[0,22]}]},""description"":{""urls"":[{""url"":""http://t.co/TlnOXx5dkH"",""expanded_url"":""http://mon-parrainage-airbnb.fr/contact/"",""display_url"":""mon-parrainage-airbnb.fr/contact/"",""indices"":[104,126]}]}},""protected"":false,""followers_count"":627,""friends_count"":1296,""listed_count"":664,""created_at"":""Sun Jan 25 16:48:27 +0000 2015"",""favourites_count"":2,""utc_offset"":null,""time_zone"":null,""geo_enabled"":false,""verified"":false,""statuses_count"":32459,""lang"":""fr"",""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""000000"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme1/bg.png"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/559392478499860481/1XrCuF63_normal.jpeg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/559392478499860481/1XrCuF63_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/2998190788/1422204568"",""profile_link_color"":""DD2E44"",""profile_sidebar_border_color"":""000000"",""profile_sidebar_fill_color"":""000000"",""profile_text_color"":""000000"",""profile_use_background_image"":false,""has_extended_profile"":false,""default_profile"":false,""default_profile_image"":false,""following"":null,""follow_request_sent"":null,""notifications"":null,""translator_type"":""none""}",,,,,false,0,0,false,false,false,"fr",
